"특성별(1)",특성별(2),2022,2022,2022,2022
"특성별(1)",특성별(2),1년에 한두 번,6개월에 한두 번,한 달에 한두 번,거의 매일
"전체",소계,65.3,17.6,11.4,5.7
"성별",남학생,62.1,19.0,12.4,6.5
"성별",여학생,72.1,14.6,9.4,3.9
"학령별",초등학교,75.4,13.0,6.9,4.7
"학령별",중학교,65.9,15.0,13.1,6.0
"학령별",고등학교,46.4,31.1,15.9,6.6
"학교특성별",남학교,53.7,19.3,20.2,6.8
"학교특성별",여학교,76.6,17.9,2.7,2.9
"학교특성별",남녀공학,60.0,20.7,13.0,6.3
"거주지역별",대도시,69.6,15.4,9.6,5.3
"거주지역별",중소도시,62.3,20.8,12.5,4.4
"거주지역별",읍면지역,66.0,7.9,12.5,13.6
"권역별",수도권,70.2,17.3,7.4,5.1
"권역별",충청권,51.5,21.1,19.8,7.6
"권역별",호남권,68.7,18.0,9.6,3.7
"권역별",동북권,62.9,15.0,13.1,9.1
"권역별",동남권,63.5,17.3,15.2,4.1
"인터넷 이용 시간별",1시간 미만,79.8,4.6,11.8,3.9
"인터넷 이용 시간별",1~2시간 미만,70.2,13.5,6.9,9.4
"인터넷 이용 시간별",2~3시간 미만,67.3,16.3,11.2,5.2
"인터넷 이용 시간별",3~5시간 미만,68.3,15.7,12.3,3.8
"인터넷 이용 시간별",5시간 이상,56.7,24.0,12.4,7.0
"가정형편별",상위,65.7,17.4,13.4,3.4
"가정형편별",중위,65.5,18.2,11.4,4.9
"가정형편별",하위,60.1,6.2,5.8,27.9
"학업성적별",상위권,59.1,19.4,12.2,9.3
"학업성적별",중위권,67.9,17.9,10.9,3.3
"학업성적별",하위권,60.4,10.6,13.8,15.2
"사이버폭력 예방교육별",경험 있음,66.5,16.0,12.0,5.4
"사이버폭력 예방교육별",경험 없음,57.7,27.2,8.1,7.0
