"특성별(1)",특성별(2),2022,2022,2022,2022
"특성별(1)",특성별(2),1년에 한두 번,6개월에 한두 번,한 달에 한두 번,거의 매일
"전체",소계,53.5,26.0,10.0,10.5
"성별",남학생,52.9,25.8,10.0,11.4
"성별",여학생,55.0,26.6,9.9,8.4
"학령별",초등학교,66.5,22.0,3.5,8.1
"학령별",중학교,48.3,27.1,15.4,9.3
"학령별",고등학교,43.9,29.9,10.1,16.1
"학교특성별",남학교,40.1,32.9,21.7,5.2
"학교특성별",여학교,49.3,25.5,0.0,25.2
"학교특성별",남녀공학,48.4,26.9,11.8,12.9
"거주지역별",대도시,51.9,17.8,15.0,15.3
"거주지역별",중소도시,53.2,33.5,4.0,9.3
"거주지역별",읍면지역,58.8,9.4,27.4,4.4
"권역별",수도권,52.5,29.7,8.7,9.1
"권역별",충청권,38.4,33.1,11.4,17.1
"권역별",호남권,49.9,31.6,12.3,6.2
"권역별",동북권,66.3,15.5,3.5,14.7
"권역별",동남권,70.2,9.3,13.8,6.7
"인터넷 이용 시간별",1시간 미만,50.4,25.3,12.0,12.3
"인터넷 이용 시간별",1~2시간 미만,55.6,12.8,15.6,15.9
"인터넷 이용 시간별",2~3시간 미만,73.1,15.1,9.1,2.7
"인터넷 이용 시간별",3~5시간 미만,54.1,25.0,7.4,13.5
"인터넷 이용 시간별",5시간 이상,40.3,40.6,9.9,9.2
"가정형편별",상위,65.0,11.1,10.6,13.3
"가정형편별",중위,53.9,29.7,9.3,7.0
"가정형편별",하위,20.5,30.2,14.3,35.0
"학업성적별",상위권,53.8,15.7,7.9,22.7
"학업성적별",중위권,51.3,32.2,11.4,5.0
"학업성적별",하위권,62.7,16.1,7.1,14.1
"사이버폭력 예방교육별",경험 있음,59.8,20.6,6.9,12.7
"사이버폭력 예방교육별",경험 없음,36.8,40.3,18.1,4.8
