"특성별(1)",특성별(2),2022,2022,2022,2022
"특성별(1)",특성별(2),1년에 한두 번,6개월에 한두 번,한 달에 한두 번,거의 매일
"전체",소계,53.2,27.1,9.1,10.6
"성별",남학생,53.9,27.9,8.8,9.4
"성별",여학생,50.6,23.5,10.2,15.8
"학령별",초등학교,73.1,10.5,4.5,11.9
"학령별",중학교,49.0,30.3,12.6,8.1
"학령별",고등학교,44.2,35.2,6.8,13.8
"학교특성별",남학교,54.0,27.7,16.3,2.1
"학교특성별",여학교,44.4,19.4,0.0,36.2
"학교특성별",남녀공학,45.1,34.1,8.9,11.8
"거주지역별",대도시,55.6,22.0,7.7,14.6
"거주지역별",중소도시,49.0,33.2,8.7,9.0
"거주지역별",읍면지역,68.7,10.3,15.9,5.1
"권역별",수도권,53.3,27.4,9.2,10.1
"권역별",충청권,41.4,25.8,14.3,18.6
"권역별",호남권,50.5,37.6,8.5,3.3
"권역별",동북권,65.8,14.1,3.0,17.1
"권역별",동남권,60.9,28.5,7.6,2.9
"인터넷 이용 시간별",1시간 미만,35.4,22.7,22.7,19.3
"인터넷 이용 시간별",1~2시간 미만,55.3,13.5,16.1,15.1
"인터넷 이용 시간별",2~3시간 미만,71.9,19.4,6.3,2.3
"인터넷 이용 시간별",3~5시간 미만,54.8,29.5,4.1,11.6
"인터넷 이용 시간별",5시간 이상,42.1,36.1,10.3,11.5
"가정형편별",상위,56.1,21.9,10.5,11.6
"가정형편별",중위,55.6,29.7,7.2,7.5
"가정형편별",하위,25.4,19.9,20.7,34.0
"학업성적별",상위권,43.6,25.3,7.9,23.2
"학업성적별",중위권,55.9,30.2,8.7,5.2
"학업성적별",하위권,57.3,15.3,13.1,14.3
"사이버폭력 예방교육별",경험 있음,58.7,21.9,6.0,13.4
"사이버폭력 예방교육별",경험 없음,40.9,38.8,16.0,4.2
