"특성별(1)",특성별(2),2022,2022,2022,2022
"특성별(1)",특성별(2),1년에 한두 번,6개월에 한두 번,한 달에 한두 번,거의 매일
"전체",소계,56.8,21.8,16.4,5.0
"성별",남학생,53.9,22.3,19.0,4.8
"성별",여학생,61.2,21.0,12.5,5.3
"학령별",초등학교,64.8,22.6,7.9,4.7
"학령별",중학교,52.6,21.9,22.1,3.4
"학령별",고등학교,54.8,20.8,16.5,7.8
"학교특성별",남학교,59.8,15.1,23.4,1.7
"학교특성별",여학교,58.4,15.9,18.3,7.4
"학교특성별",남녀공학,50.9,24.2,19.1,5.9
"거주지역별",대도시,52.0,24.5,17.7,5.9
"거주지역별",중소도시,58.6,21.0,15.8,4.6
"거주지역별",읍면지역,64.3,16.4,14.9,4.4
"권역별",수도권,56.9,22.4,15.9,4.8
"권역별",충청권,56.7,15.9,23.0,4.4
"권역별",호남권,57.9,18.6,15.1,8.4
"권역별",동북권,57.2,22.2,15.8,4.7
"권역별",동남권,55.2,26.6,13.8,4.4
"인터넷 이용 시간별",1시간 미만,67.8,9.9,19.8,2.5
"인터넷 이용 시간별",1~2시간 미만,59.5,19.5,15.3,5.7
"인터넷 이용 시간별",2~3시간 미만,65.4,19.8,12.4,2.5
"인터넷 이용 시간별",3~5시간 미만,55.5,20.7,17.7,6.1
"인터넷 이용 시간별",5시간 이상,49.5,26.6,17.9,5.9
"가정형편별",상위,63.8,9.7,19.6,6.8
"가정형편별",중위,55.7,23.4,16.3,4.6
"가정형편별",하위,52.9,32.7,7.8,6.6
"학업성적별",상위권,54.4,17.3,19.1,9.2
"학업성적별",중위권,58.5,21.9,15.7,3.9
"학업성적별",하위권,48.6,31.4,15.5,4.5
"사이버폭력 예방교육별",경험 있음,57.3,21.8,15.7,5.3
"사이버폭력 예방교육별",경험 없음,53.8,22.0,20.5,3.7
