"특성별(1)",특성별(2),2022,2022,2022,2022
"특성별(1)",특성별(2),1년에 한두 번,6개월에 한두 번,한 달에 한두 번,거의 매일
"전체",소계,62.6,22.9,13.0,1.5
"성별",남성,56.8,27.3,15.9,0.0
"성별",여성,68.4,18.5,10.1,3.0
"연령별",19~29세,62.0,28.9,9.1,0.0
"연령별",30~39세,66.5,26.0,7.5,0.0
"연령별",40~49세,58.0,13.7,24.2,4.2
"연령별",50~59세,70.8,12.7,16.5,0.0
"연령별",60~69세,51.0,26.0,14.3,8.6
"학력별",초졸이하,46.9,0.0,53.1,0.0
"학력별",중졸,0.0,100.0,0.0,0.0
"학력별",고졸,62.5,22.5,12.9,2.1
"학력별",대졸이상,63.3,22.9,12.7,1.2
"직업별",전문관리,24.0,35.3,40.7,0.0
"직업별",사무,74.0,18.7,6.2,1.1
"직업별",서비스판매,63.8,25.7,9.2,1.4
"직업별",농어업,100.0,0.0,0.0,0.0
"직업별",기능노무,53.5,31.3,15.2,0.0
"직업별",학생,58.6,20.9,20.5,0.0
"직업별",주부,68.2,11.1,13.7,7.1
"직업별",무직/기타,37.1,36.3,26.6,0.0
"혼인상태별",미혼,60.6,29.3,10.1,0.0
"혼인상태별",기혼,66.2,17.7,13.8,2.3
"혼인상태별",사별/이혼/기타,44.7,17.0,30.8,7.5
"가구주여부별",가구주,60.0,23.9,14.5,1.6
"가구주여부별",가구원,65.1,21.9,11.6,1.4
"월평균 가구소득별",100만원 미만,46.6,20.7,32.8,0.0
"월평균 가구소득별",100~200만원 미만,88.0,0.0,12.0,0.0
"월평균 가구소득별",200~300만원 미만,62.2,37.8,0.0,0.0
"월평균 가구소득별",300~400만원 미만,57.3,23.6,17.3,1.8
"월평균 가구소득별",400~500만원 미만,75.7,13.7,10.6,0.0
"월평균 가구소득별",500~600만원 미만,62.9,24.3,8.0,4.8
"월평균 가구소득별",600~700만원 미만,53.3,32.3,14.4,0.0
"월평균 가구소득별",700만원 이상,40.2,25.1,34.7,0.0
"동거 가구원수별",1인,51.6,28.0,20.4,0.0
"동거 가구원수별",2인,69.6,19.5,6.3,4.5
"동거 가구원수별",3인,60.7,26.5,11.5,1.3
"동거 가구원수별",4인 이상,67.4,17.2,15.4,0.0
"거주지역별",대도시,70.1,17.8,10.2,1.9
"거주지역별",중소도시,48.4,30.8,19.6,1.3
"거주지역별",읍면지역,65.6,26.4,8.0,0.0
"권역별",수도권,60.4,24.6,12.9,2.1
"권역별",충청권,74.0,26.0,0.0,0.0
"권역별",호남권,52.5,25.5,22.1,0.0
"권역별",동북권,78.2,5.8,16.0,0.0
"권역별",동남권,68.1,22.6,9.2,0.0
"인터넷 이용시간별",1시간 미만,64.8,35.2,0.0,0.0
"인터넷 이용시간별",1~2시간 미만,77.9,12.5,9.6,0.0
"인터넷 이용시간별",2~3시간 미만,53.5,28.8,15.8,1.8
"인터넷 이용시간별",3~5시간 미만,61.3,16.2,17.3,5.2
"인터넷 이용시간별",5시간 이상,46.1,32.3,19.6,1.9
"사이버폭력 예방교육별",경험 있음,62.9,17.4,18.3,1.4
"사이버폭력 예방교육별",경험 없음,62.5,24.6,11.3,1.6
