"특성별(1)",특성별(2),2022,2022,2022
"특성별(1)",특성별(2),1년에 한두 번,6개월에 한두 번,한 달에 한두 번
"전체",소계,85.8,10.4,3.7
"성별",남성,80.8,14.6,4.6
"성별",여성,91.9,5.3,2.7
"연령별",19~29세,90.0,10.0,0.0
"연령별",30~39세,65.0,21.6,13.4
"연령별",40~49세,88.4,0.0,11.6
"연령별",50~59세,86.7,13.3,0.0
"연령별",60~69세,100.0,0.0,0.0
"학력별",중졸,100.0,0.0,0.0
"학력별",고졸,80.8,13.6,5.5
"학력별",대졸이상,89.1,8.4,2.5
"직업별",전문관리,0.0,44.5,55.5
"직업별",사무,91.6,5.6,2.8
"직업별",서비스판매,82.7,14.6,2.8
"직업별",기능노무,100.0,0.0,0.0
"직업별",학생,82.1,17.9,0.0
"직업별",주부,100.0,0.0,0.0
"직업별",무직/기타,100.0,0.0,0.0
"혼인상태별",미혼,88.0,9.2,2.8
"혼인상태별",기혼,92.8,7.2,0.0
"혼인상태별",사별/이혼/기타,0.0,52.0,48.0
"가구주여부별",가구주,77.2,15.5,7.2
"가구주여부별",가구원,95.0,5.0,0.0
"월평균 가구소득별",100만원 미만,0.0,100.0,0.0
"월평균 가구소득별",100~200만원 미만,100.0,0.0,0.0
"월평균 가구소득별",200~300만원 미만,26.4,50.8,22.8
"월평균 가구소득별",300~400만원 미만,86.0,6.9,7.1
"월평균 가구소득별",400~500만원 미만,100.0,0.0,0.0
"월평균 가구소득별",500~600만원 미만,79.0,17.4,3.6
"월평균 가구소득별",600~700만원 미만,100.0,0.0,0.0
"월평균 가구소득별",700만원 이상,100.0,0.0,0.0
"동거 가구원수별",1인,47.4,31.6,21.0
"동거 가구원수별",2인,87.6,12.4,0.0
"동거 가구원수별",3인,100.0,0.0,0.0
"동거 가구원수별",4인 이상,96.1,3.9,0.0
"거주지역별",대도시,89.1,7.7,3.2
"거주지역별",중소도시,73.7,18.4,7.9
"거주지역별",읍면지역,41.3,58.7,0.0
"권역별",수도권,89.9,7.1,3.0
"권역별",충청권,0.0,100.0,0.0
"권역별",호남권,71.3,0.0,28.7
"권역별",동북권,55.7,44.3,0.0
"권역별",동남권,0.0,100.0,0.0
"인터넷 이용시간별",1시간 미만,90.0,10.0,0.0
"인터넷 이용시간별",1~2시간 미만,95.3,2.5,2.2
"인터넷 이용시간별",2~3시간 미만,84.9,15.1,0.0
"인터넷 이용시간별",3~5시간 미만,87.3,12.7,0.0
"인터넷 이용시간별",5시간 이상,47.1,36.1,16.8
"사이버폭력 예방교육별",경험 있음,86.6,6.0,7.4
"사이버폭력 예방교육별",경험 없음,85.6,11.5,2.8
