"특성별(1)",특성별(2),2022,2022,2022,2022,2022,2022,2022,2022,2022
"특성별(1)",특성별(2),피해 경험률,사이버 언어폭력,사이버 명예훼손,사이버 스토킹,사이버 성폭력,신상정보 유출,사이버 따돌림,사이버 갈취,사이버 강요
"전체",소계,8.5,5.2,2.6,3.3,2.2,1.2,1.5,1.0,1.0
"성별",남성,9.5,6.7,2.9,3.3,2.4,1.3,1.6,1.1,1.1
"성별",여성,7.5,3.6,2.3,3.4,1.9,1.2,1.3,1.0,0.9
"연령별",19~29세,18.8,12.8,5.9,6.2,4.1,2.2,3.0,1.7,2.2
"연령별",30~39세,11.6,7.4,3.3,4.5,2.5,1.7,1.8,1.5,1.0
"연령별",40~49세,6.4,3.3,1.7,2.9,1.9,0.9,0.8,1.0,0.6
"연령별",50~59세,4.0,1.9,1.5,2.0,1.3,0.8,1.1,0.6,0.9
"연령별",60~69세,3.3,1.6,1.1,1.5,1.4,0.7,0.8,0.6,0.5
"학력별",초졸이하,3.4,0.0,0.0,2.3,1.1,0.0,2.1,1.1,0.0
"학력별",중졸,3.5,2.0,0.9,0.3,1.5,0.6,0.9,0.0,0.3
"학력별",고졸,6.9,4.0,2.2,2.7,2.0,1.0,1.2,0.8,0.9
"학력별",대졸이상,10.5,6.6,3.2,4.1,2.4,1.5,1.7,1.3,1.2
"직업별",전문관리,11.5,4.7,2.7,5.8,2.5,1.1,1.7,1.4,0.6
"직업별",사무,12.4,8.1,3.8,5.6,2.9,2.4,2.7,1.9,2.2
"직업별",서비스판매,7.1,4.5,2.6,2.7,2.2,1.0,1.2,1.0,1.1
"직업별",농어업,2.8,2.1,0.0,1.4,0.7,0.0,0.0,0.0,0.0
"직업별",기능노무,5.1,3.1,1.3,1.6,1.2,0.5,0.3,0.3,0.1
"직업별",학생,16.4,11.8,4.6,3.5,2.9,1.2,2.7,1.0,1.2
"직업별",주부,5.6,2.3,1.5,2.3,1.8,0.9,1.0,0.8,0.4
"직업별",무직/기타,8.6,4.9,2.5,3.0,2.1,1.3,0.7,0.5,0.3
"혼인상태별",미혼,16.0,10.8,4.8,5.3,3.1,1.6,2.3,1.5,1.6
"혼인상태별",기혼,5.7,3.1,1.7,2.6,1.8,1.0,1.1,0.9,0.8
"혼인상태별",사별/이혼/기타,4.7,2.0,1.9,2.4,1.8,1.0,0.8,0.7,0.8
"가구주여부별",가구주,7.8,4.8,2.2,2.9,2.2,1.0,1.4,1.1,0.9
"가구주여부별",가구원,9.4,5.6,3.1,3.9,2.2,1.5,1.6,1.0,1.1
"월평균 가구소득별",100만원 미만,8.8,3.4,2.7,2.4,2.7,0.0,1.1,0.7,0.4
"월평균 가구소득별",100~200만원 미만,5.9,4.0,1.4,2.2,1.9,1.1,0.8,0.5,0.5
"월평균 가구소득별",200~300만원 미만,8.2,5.3,2.5,2.5,1.8,0.7,0.6,0.5,0.4
"월평균 가구소득별",300~400만원 미만,7.4,4.6,2.2,2.7,2.1,0.8,1.0,1.0,0.8
"월평균 가구소득별",400~500만원 미만,9.4,6.1,3.4,4.2,2.8,2.0,2.3,1.7,1.9
"월평균 가구소득별",500~600만원 미만,10.0,5.9,3.4,4.4,2.6,2.1,2.3,1.5,1.7
"월평균 가구소득별",600~700만원 미만,8.4,4.7,1.2,2.4,1.1,0.5,1.5,0.2,0.2
"월평균 가구소득별",700만원 이상,8.2,4.8,2.2,4.2,1.8,0.9,1.2,1.0,0.6
"동거 가구원수별",1인,9.6,5.8,3.0,3.3,2.1,0.9,1.3,1.2,0.9
"동거 가구원수별",2인,6.0,3.8,1.9,2.8,1.8,1.1,1.5,1.0,1.1
"동거 가구원수별",3인,10.4,5.8,3.1,3.9,2.5,1.2,1.5,1.2,0.9
"동거 가구원수별",4인 이상,8.6,5.5,2.5,3.2,2.2,1.5,1.5,0.9,1.2
"거주지역별",대도시,10.5,6.2,3.9,4.3,3.2,2.2,2.4,1.7,1.9
"거주지역별",중소도시,7.9,5.1,1.7,2.9,1.6,0.5,0.9,0.8,0.4
"거주지역별",읍면지역,4.7,2.6,1.2,1.8,0.9,0.3,0.2,0.1,0.1
"권역별",수도권,10.3,6.6,3.2,4.7,2.8,1.9,2.3,1.8,1.8
"권역별",충청권,5.8,3.3,1.7,1.2,0.9,0.5,0.4,0.1,0.1
"권역별",호남권,7.5,4.8,2.4,2.3,1.5,0.6,0.4,0.4,0.4
"권역별",동북권,6.4,3.2,2.3,2.3,1.9,0.4,0.5,0.4,0.2
"권역별",동남권,6.5,3.5,1.6,1.7,1.5,0.4,0.7,0.0,0.1
"인터넷 이용시간별",1시간 미만,3.5,1.2,1.2,1.8,1.6,0.7,0.8,0.9,0.6
"인터넷 이용시간별",1~2시간 미만,7.4,4.1,2.8,4.1,2.1,1.9,2.6,1.7,2.0
"인터넷 이용시간별",2~3시간 미만,8.0,5.4,2.4,3.4,2.1,0.9,0.9,0.6,0.4
"인터넷 이용시간별",3~5시간 미만,10.9,7.1,2.4,3.2,3.0,0.9,1.0,0.6,0.7
"인터넷 이용시간별",5시간 이상,15.0,9.7,4.5,3.9,2.4,1.3,1.5,1.1,0.9
"사이버폭력 예방교육별",경험 있음,16.7,11.5,4.6,7.8,4.7,1.7,2.4,2.2,1.9
"사이버폭력 예방교육별",경험 없음,7.5,4.4,2.4,2.8,1.9,1.2,1.3,0.9,0.9
