"특성별(1)",특성별(2),2022,2022,2022,2022
"특성별(1)",특성별(2),1년에 한두 번,6개월에 한두 번,한 달에 한두 번,거의 매일
"전체",소계,65.9,23.2,9.8,1.2
"성별",남성,63.2,24.2,11.5,1.1
"성별",여성,71.0,21.3,6.4,1.4
"연령별",19~29세,55.6,28.0,14.3,2.1
"연령별",30~39세,75.5,19.8,4.7,0.0
"연령별",40~49세,69.9,24.3,4.0,1.8
"연령별",50~59세,72.4,17.2,10.3,0.0
"연령별",60~69세,85.3,6.4,8.3,0.0
"학력별",중졸,44.1,14.9,29.2,11.9
"학력별",고졸,63.1,20.6,14.0,2.3
"학력별",대졸이상,67.9,24.7,7.0,0.4
"직업별",전문관리,78.7,21.3,0.0,0.0
"직업별",사무,74.8,21.9,3.3,0.0
"직업별",서비스판매,59.7,25.8,12.9,1.5
"직업별",농어업,100.0,0.0,0.0,0.0
"직업별",기능노무,65.6,7.7,22.9,3.8
"직업별",학생,54.4,29.5,14.0,2.1
"직업별",주부,72.1,20.3,7.5,0.0
"직업별",무직/기타,51.8,27.8,15.8,4.6
"혼인상태별",미혼,59.3,27.0,12.6,1.2
"혼인상태별",기혼,76.0,18.3,4.4,1.4
"혼인상태별",사별/이혼/기타,66.3,8.5,25.3,0.0
"가구주여부별",가구주,68.6,21.5,9.1,0.9
"가구주여부별",가구원,62.9,25.0,10.5,1.6
"월평균 가구소득별",100만원 미만,56.4,22.1,21.5,0.0
"월평균 가구소득별",100~200만원 미만,52.4,28.2,19.4,0.0
"월평균 가구소득별",200~300만원 미만,68.5,24.5,5.8,1.2
"월평균 가구소득별",300~400만원 미만,65.7,18.1,14.1,2.2
"월평균 가구소득별",400~500만원 미만,70.6,22.8,6.6,0.0
"월평균 가구소득별",500~600만원 미만,61.3,27.8,10.9,0.0
"월평균 가구소득별",600~700만원 미만,69.2,23.3,7.5,0.0
"월평균 가구소득별",700만원 이상,65.4,22.0,4.2,8.4
"동거 가구원수별",1인,58.4,28.4,12.3,0.9
"동거 가구원수별",2인,74.3,18.1,6.4,1.3
"동거 가구원수별",3인,60.4,28.4,10.3,0.9
"동거 가구원수별",4인 이상,71.8,16.8,9.6,1.9
"거주지역별",대도시,69.1,21.3,8.7,0.9
"거주지역별",중소도시,60.3,25.5,12.2,2.0
"거주지역별",읍면지역,69.8,24.6,5.6,0.0
"권역별",수도권,65.7,24.3,8.8,1.2
"권역별",충청권,80.1,13.9,3.1,2.9
"권역별",호남권,46.0,38.3,15.7,0.0
"권역별",동북권,80.2,9.9,6.5,3.4
"권역별",동남권,63.4,19.1,17.4,0.0
"인터넷 이용시간별",1시간 미만,76.0,17.2,6.7,0.0
"인터넷 이용시간별",1~2시간 미만,72.0,23.2,4.8,0.0
"인터넷 이용시간별",2~3시간 미만,66.8,23.0,10.3,0.0
"인터넷 이용시간별",3~5시간 미만,61.0,28.8,10.2,0.0
"인터넷 이용시간별",5시간 이상,62.3,20.5,13.2,4.0
"사이버폭력 예방교육별",경험 있음,65.1,23.4,10.3,1.2
"사이버폭력 예방교육별",경험 없음,66.1,23.1,9.6,1.2
