"특성별(1)",특성별(2),2022,2022,2022
"특성별(1)",특성별(2),1년에 한두 번,6개월에 한두 번,한 달에 한두 번
"전체",소계,89.4,9.2,1.4
"성별",남성,86.0,14.0,0.0
"성별",여성,93.8,3.0,3.2
"연령별",19~29세,89.3,10.7,0.0
"연령별",30~39세,88.6,5.6,5.8
"연령별",40~49세,100.0,0.0,0.0
"연령별",50~59세,74.8,25.2,0.0
"연령별",60~69세,100.0,0.0,0.0
"학력별",중졸,100.0,0.0,0.0
"학력별",고졸,79.6,16.8,3.6
"학력별",대졸이상,95.4,4.6,0.0
"직업별",전문관리,71.1,28.9,0.0
"직업별",사무,93.2,3.6,3.1
"직업별",서비스판매,78.4,21.6,0.0
"직업별",기능노무,100.0,0.0,0.0
"직업별",학생,100.0,0.0,0.0
"직업별",주부,100.0,0.0,0.0
"직업별",무직/기타,100.0,0.0,0.0
"혼인상태별",미혼,88.0,8.4,3.6
"혼인상태별",기혼,92.2,7.8,0.0
"혼인상태별",사별/이혼/기타,0.0,100.0,0.0
"가구주여부별",가구주,83.8,13.2,2.9
"가구주여부별",가구원,94.4,5.6,0.0
"월평균 가구소득별",200~300만원 미만,46.9,26.0,27.1
"월평균 가구소득별",300~400만원 미만,90.6,9.4,0.0
"월평균 가구소득별",400~500만원 미만,88.3,11.7,0.0
"월평균 가구소득별",500~600만원 미만,96.2,3.8,0.0
"동거 가구원수별",1인,65.9,18.3,15.8
"동거 가구원수별",2인,96.1,3.9,0.0
"동거 가구원수별",3인,100.0,0.0,0.0
"동거 가구원수별",4인 이상,74.3,25.7,0.0
"거주지역별",대도시,88.1,10.3,1.6
"거주지역별",중소도시,100.0,0.0,0.0
"거주지역별",읍면지역,100.0,0.0,0.0
"권역별",수도권,90.5,8.1,1.4
"권역별",충청권,0.0,100.0,0.0
"권역별",동북권,100.0,0.0,0.0
"인터넷 이용시간별",1시간 미만,92.3,7.7,0.0
"인터넷 이용시간별",1~2시간 미만,89.7,8.0,2.2
"인터넷 이용시간별",2~3시간 미만,100.0,0.0,0.0
"인터넷 이용시간별",3~5시간 미만,100.0,0.0,0.0
"인터넷 이용시간별",5시간 이상,62.2,37.8,0.0
"사이버폭력 예방교육별",경험 있음,91.4,8.6,0.0
"사이버폭력 예방교육별",경험 없음,89.0,9.3,1.6
