"특성별(1)",특성별(2),2022,2022,2022
"특성별(1)",특성별(2),1년에 한두 번,6개월에 한두 번,한 달에 한두 번
"전체",소계,71.0,28.1,1.0
"성별",남성,63.8,34.6,1.7
"성별",여성,80.7,19.3,0.0
"연령별",19~29세,68.7,28.6,2.7
"연령별",30~39세,69.8,30.2,0.0
"연령별",40~49세,76.4,23.6,0.0
"연령별",50~59세,80.3,19.7,0.0
"연령별",60~69세,59.4,40.6,0.0
"학력별",중졸,0.0,100.0,0.0
"학력별",고졸,63.9,36.1,0.0
"학력별",대졸이상,76.7,21.7,1.6
"직업별",전문관리,100.0,0.0,0.0
"직업별",사무,70.2,27.5,2.2
"직업별",서비스판매,56.1,43.9,0.0
"직업별",기능노무,54.9,45.1,0.0
"직업별",학생,75.3,24.7,0.0
"직업별",주부,100.0,0.0,0.0
"직업별",무직/기타,77.2,22.8,0.0
"혼인상태별",미혼,71.4,26.5,2.1
"혼인상태별",기혼,70.7,29.3,0.0
"가구주여부별",가구주,64.2,35.8,0.0
"가구주여부별",가구원,77.3,20.9,1.8
"월평균 가구소득별",100만원 미만,53.8,46.2,0.0
"월평균 가구소득별",200~300만원 미만,79.4,20.6,0.0
"월평균 가구소득별",300~400만원 미만,67.1,28.2,4.7
"월평균 가구소득별",400~500만원 미만,64.5,35.5,0.0
"월평균 가구소득별",500~600만원 미만,82.0,18.0,0.0
"월평균 가구소득별",600~700만원 미만,70.0,30.0,0.0
"월평균 가구소득별",700만원 이상,77.6,22.4,0.0
"동거 가구원수별",1인,66.4,33.6,0.0
"동거 가구원수별",2인,63.0,32.8,4.3
"동거 가구원수별",3인,72.2,27.8,0.0
"동거 가구원수별",4인 이상,78.3,21.7,0.0
"거주지역별",대도시,66.9,31.9,1.2
"거주지역별",중소도시,87.2,12.8,0.0
"거주지역별",읍면지역,75.3,24.7,0.0
"권역별",수도권,72.4,26.6,1.0
"권역별",충청권,100.0,0.0,0.0
"권역별",동북권,48.7,51.3,0.0
"권역별",동남권,0.0,100.0,0.0
"인터넷 이용시간별",1시간 미만,67.4,32.6,0.0
"인터넷 이용시간별",1~2시간 미만,65.2,34.8,0.0
"인터넷 이용시간별",2~3시간 미만,93.2,6.8,0.0
"인터넷 이용시간별",3~5시간 미만,55.6,0.0,44.4
"인터넷 이용시간별",5시간 이상,73.0,27.0,0.0
"사이버폭력 예방교육별",경험 있음,88.6,11.4,0.0
"사이버폭력 예방교육별",경험 없음,66.6,32.2,1.2
